step,run_id,timestamp,name,num_citizens,num_corporate_media,num_influencers,num_government,network_type,steps,simulationName,truth_seeking_mean,truth_seeking_std,confirmation_bias_min,confirmation_bias_max,critical_thinking_min,critical_thinking_max,social_conformity_min,social_conformity_max,initial_trust_in_corporate,initial_trust_in_influencers,initial_trust_in_government,corporate_bias_min,corporate_bias_max,truth_commitment_corporate,corporate_publication_rate,corporate_influence_reach,influencer_bias_min,influencer_bias_max,truth_commitment_influencer,influencer_publication_rate,influencer_influence_reach,government_bias,truth_commitment_government,government_publication_rate,government_influence_reach,small_world_k,small_world_p,scale_free_m,random_p,avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
22,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.443351350810935,0.4678389268785888,0.725212556905804,0.7890376140905474,2.5079036582602288
23,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.4058163904781957,0.46737765249978325,0.725212556905804,0.7890376140905474,2.530524619132433
24,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.4058163904781957,0.4675953420105886,0.725212556905804,0.7890376140905474,2.530524619132433
25,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.4058163904781957,0.46780905516616145,0.725212556905804,0.7890376140905474,2.530524619132433
26,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.4058163904781957,0.4680186081971323,0.725212556905804,0.7890376140905474,2.530524619132433
27,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.4058163904781957,0.4682238621513839,0.725212556905804,0.7890376140905474,2.530524619132433
28,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.4058163904781957,0.46842471716508144,0.725212556905804,0.7890376140905474,2.530524619132433
29,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.4058163904781957,0.4686211072441793,0.725212556905804,0.7890376140905474,2.530524619132433
30,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.3721760231485947,0.46804802375091126,0.725212556905804,0.7890376140905474,2.5353025317951263
31,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.3721760231485947,0.4682515915170319,0.725212556905804,0.7890376140905474,2.5353025317951263
32,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.3721760231485947,0.4684469073961938,0.725212556905804,0.7890376140905474,2.5353025317951263
33,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.3721760231485947,0.4686349235473212,0.725212556905804,0.7890376140905474,2.5353025317951263
34,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.3721760231485947,0.4688163847698165,0.725212556905804,0.7890376140905474,2.5353025317951263
35,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.3721760231485947,0.46899187839995266,0.725212556905804,0.7890376140905474,2.5353025317951263
36,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.3721760231485947,0.4691618722866289,0.725212556905804,0.7890376140905474,2.5353025317951263
37,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.3721760231485947,0.46932674364956206,0.725212556905804,0.7890376140905474,2.5353025317951263
38,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.334818979269782,0.4689639127304624,0.725212556905804,0.7890376140905474,2.5518404723436725
39,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.334818979269782,0.4691182175342528,0.725212556905804,0.7890376140905474,2.5518404723436725
40,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.334818979269782,0.4692689083600813,0.725212556905804,0.7890376140905474,2.5518404723436725
41,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.334818979269782,0.4694158916659852,0.725212556905804,0.7890376140905474,2.5518404723436725
42,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.334818979269782,0.46955912564164043,0.725212556905804,0.7890376140905474,2.5518404723436725
43,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.334818979269782,0.46969860823310733,0.725212556905804,0.7890376140905474,2.5518404723436725
44,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.334818979269782,0.46983436757888747,0.725212556905804,0.7890376140905474,2.5518404723436725
45,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.46703404744469984,0.725212556905804,0.7890376140905474,2.539367125625244
46,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.46729563699130194,0.725212556905804,0.7890376140905474,2.539367125625244
47,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.46753805602148574,0.725212556905804,0.7890376140905474,2.539367125625244
48,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.4677635382110946,0.725212556905804,0.7890376140905474,2.539367125625244
49,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.46797399991657374,0.725212556905804,0.7890376140905474,2.539367125625244
50,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.4681710891359236,0.725212556905804,0.7890376140905474,2.539367125625244
51,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.4683562265706122,0.725212556905804,0.7890376140905474,2.539367125625244
52,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.46853064010060586,0.725212556905804,0.7890376140905474,2.539367125625244
53,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.46869539376207286,0.725212556905804,0.7890376140905474,2.539367125625244
54,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.46885141213308157,0.725212556905804,0.7890376140905474,2.539367125625244
55,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.2019007545741847,0.4689995008800693,0.725212556905804,0.7890376140905474,2.539367125625244
56,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.46845271188731935,0.725212556905804,0.7890376140905474,2.5128098798437852
57,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.46863784864432323,0.725212556905804,0.7890376140905474,2.5128098798437852
58,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4688098304555613,0.725212556905804,0.7890376140905474,2.5128098798437852
59,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4689701271062872,0.725212556905804,0.7890376140905474,2.5128098798437852
60,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4691200145667598,0.725212556905804,0.7890376140905474,2.5128098798437852
61,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4692606018194055,0.725212556905804,0.7890376140905474,2.5128098798437852
62,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4693928539246402,0.725212556905804,0.7890376140905474,2.5128098798437852
63,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4695176118514833,0.725212556905804,0.7890376140905474,2.5128098798437852
64,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.46963560952657396,0.725212556905804,0.7890376140905474,2.5128098798437852
65,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4697474884923713,0.725212556905804,0.7890376140905474,2.5128098798437852
66,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.46985381051096076,0.725212556905804,0.7890376140905474,2.5128098798437852
67,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4699550684029199,0.725212556905804,0.7890376140905474,2.5128098798437852
68,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4700516953701468,0.725212556905804,0.7890376140905474,2.5128098798437852
69,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.175887931605434,0.4701440730165936,0.725212556905804,0.7890376140905474,2.5128098798437852
70,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.1449821203495025,0.469468394949191,0.725212556905804,0.7890376140905474,2.494620301022186
71,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.1449821203495025,0.46958103158306186,0.725212556905804,0.7890376140905474,2.494620301022186
72,run_1745356696,2025-04-22 17:18:16,low-cred-1,100,3,5,1,small_world,75,low-cred-1,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.149025071891765,4.192765168050436,3.1449821203495025,0.46968695921815795,0.725212556905804,0.7890376140905474,2.494620301022186
