step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-high-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4573252233812838,0.00017206910717547475,0.835784774704011,0.4618586275833409
66,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4573964418413306,0.00017206910717547475,0.835784774704011,0.4618586275833409
67,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45746606038873344,0.00017206910717547475,0.835784774704011,0.4618586275833409
68,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.457534127011683,0.00017206910717547475,0.835784774704011,0.4618586275833409
69,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4576006877363061,0.00017206910717547475,0.835784774704011,0.4618586275833409
70,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4576657867225418,0.00017206910717547475,0.835784774704011,0.4618586275833409
71,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45772946635590983,0.00017206910717547475,0.835784774704011,0.4618586275833409
72,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45779176733512245,0.00017206910717547475,0.835784774704011,0.4618586275833409
73,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.883605845843699,4.095116259745635,0.45817014995382443,0.00017206910717547475,0.845735563290462,0.4618586275833409
74,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.883605845843699,4.095116259745635,0.4582301935930838,0.00017206910717547475,0.845735563290462,0.4618586275833409
