step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-high-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
21,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.854807068671974,4.822979192278847,0.47204136368706956,0.015683560815260397,0.6431779934619367,0.024616953722830116
22,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.47195122369726195,0.015683560815260397,0.6383766827097979,0.024616953722830116
23,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.4717380296915106,0.015683560815260397,0.6383766827097979,0.024616953722830116
24,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.4715302425158802,0.015683560815260397,0.6383766827097979,0.024616953722830116
25,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.47132799887759447,0.015683560815260397,0.6383766827097979,0.024616953722830116
26,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.47113137737824795,0.015683560815260397,0.6383766827097979,0.024616953722830116
27,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.47094040897591527,0.015683560815260397,0.6383766827097979,0.024616953722830116
28,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.4707550857418582,0.015683560815260397,0.6383766827097979,0.024616953722830116
29,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.4705753681899197,0.015683560815260397,0.6383766827097979,0.024616953722830116
30,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.470401191410192,0.015683560815260397,0.6383766827097979,0.024616953722830116
31,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.47023247020007103,0.015683560815260397,0.6383766827097979,0.024616953722830116
32,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.4700691033539147,0.015683560815260397,0.6383766827097979,0.024616953722830116
33,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.46991097724605735,0.015683560815260397,0.6383766827097979,0.024616953722830116
34,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.46975796881994225,0.015683560815260397,0.6383766827097979,0.024616953722830116
35,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.4696099480778389,0.015683560815260397,0.6383766827097979,0.024616953722830116
36,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.46946678015036974,0.015683560815260397,0.6383766827097979,0.024616953722830116
37,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.46932832701235916,0.015683560815260397,0.6383766827097979,0.024616953722830116
38,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.868545896415368,4.822979192278847,0.46919444890090434,0.015683560815260397,0.6383766827097979,0.024616953722830116
39,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4697551426591939,0.015683560815260397,0.6439834283036673,0.024616953722830116
40,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46963496629057544,0.015683560815260397,0.6439834283036673,0.024616953722830116
41,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.469518433786671,0.015683560815260397,0.6439834283036673,0.024616953722830116
42,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46940562310099715,0.015683560815260397,0.6439834283036673,0.024616953722830116
43,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46929655417391714,0.015683560815260397,0.6439834283036673,0.024616953722830116
44,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4691912031793701,0.015683560815260397,0.6439834283036673,0.024616953722830116
45,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46908951378329017,0.015683560815260397,0.6439834283036673,0.024616953722830116
46,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4689914060070247,0.015683560815260397,0.6439834283036673,0.024616953722830116
47,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46889678317423544,0.015683560815260397,0.6439834283036673,0.024616953722830116
48,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46880553732687746,0.015683560815260397,0.6439834283036673,0.024616953722830116
49,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46871755342070304,0.015683560815260397,0.6439834283036673,0.024616953722830116
50,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46863271255000266,0.015683560815260397,0.6439834283036673,0.024616953722830116
51,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4685508944022079,0.015683560815260397,0.6439834283036673,0.024616953722830116
52,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4684719791033616,0.015683560815260397,0.6439834283036673,0.024616953722830116
53,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4683958485834793,0.015683560815260397,0.6439834283036673,0.024616953722830116
54,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46832238756504324,0.015683560815260397,0.6439834283036673,0.024616953722830116
55,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46825148425709473,0.015683560815260397,0.6439834283036673,0.024616953722830116
56,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4681830308206741,0.015683560815260397,0.6439834283036673,0.024616953722830116
57,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4681169236579022,0.015683560815260397,0.6439834283036673,0.024616953722830116
58,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4680530635662049,0.015683560815260397,0.6439834283036673,0.024616953722830116
59,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4679913557905088,0.015683560815260397,0.6439834283036673,0.024616953722830116
60,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46793170999929756,0.015683560815260397,0.6439834283036673,0.024616953722830116
61,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4678740402048626,0.015683560815260397,0.6439834283036673,0.024616953722830116
62,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46781826464364484,0.015683560815260397,0.6439834283036673,0.024616953722830116
63,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.4677643056290315,0.015683560815260397,0.6439834283036673,0.024616953722830116
64,run_1746380968,2025-05-04 13:49:28,high-trust-high-accuracy-s2,"100","3","5","1","small_world","75","high-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.118439847366025,8.906953330208825,4.822979192278847,0.46771208938615755,0.015683560815260397,0.6439834283036673,0.024616953722830116
