step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-low-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4516755903001357,0.022465551970059443,2.422265827852608,0.015870681682375053
66,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.451598535133516,0.022465551970059443,2.422265827852608,0.015870681682375053
67,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4515224936694729,0.022465551970059443,2.422265827852608,0.015870681682375053
68,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4514474593278138,0.022465551970059443,2.422265827852608,0.015870681682375053
69,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45137342418929477,0.022465551970059443,2.422265827852608,0.015870681682375053
70,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4513003792267489,0.022465551970059443,2.422265827852608,0.015870681682375053
71,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4512283145020221,0.022465551970059443,2.422265827852608,0.015870681682375053
72,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4511572193338309,0.022465551970059443,2.422265827852608,0.015870681682375053
73,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4510870824408669,0.022465551970059443,2.422265827852608,0.015870681682375053
74,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45101789206381226,0.022465551970059443,2.422265827852608,0.015870681682375053
