step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-low-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44697996406451845,0.0006170492269356825,2.56385663137584,0.4678107475452898
66,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44700305064939905,0.0006170492269356825,2.56385663137584,0.4678107475452898
67,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4470259283623076,0.0006170492269356825,2.56385663137584,0.4678107475452898
68,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4470485920502476,0.0006170492269356825,2.56385663137584,0.4678107475452898
69,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4470710374063558,0.0006170492269356825,2.56385663137584,0.4678107475452898
70,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4470932609157783,0.0006170492269356825,2.56385663137584,0.4678107475452898
71,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44711525980084255,0.0006170492269356825,2.56385663137584,0.4678107475452898
72,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44713703196650967,0.0006170492269356825,2.56385663137584,0.4678107475452898
73,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44715857594685554,0.0006170492269356825,2.56385663137584,0.4678107475452898
74,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44717989085313753,0.0006170492269356825,2.56385663137584,0.4678107475452898
