step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-high-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5698096733819623,0.019077323974225756,0.7627346102969952,0.0003501777801881475
66,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5697529629049736,0.019077323974225756,0.7627346102969952,0.0003501777801881475
67,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5696976242766387,0.019077323974225756,0.7627346102969952,0.0003501777801881475
68,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5696436242334569,0.019077323974225756,0.7627346102969952,0.0003501777801881475
69,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.569590930271905,0.019077323974225756,0.7627346102969952,0.0003501777801881475
70,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5695395106253979,0.019077323974225756,0.7627346102969952,0.0003501777801881475
71,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5694893342462244,0.019077323974225756,0.7627346102969952,0.0003501777801881475
72,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.56944037079112,0.019077323974225756,0.7627346102969952,0.0003501777801881475
73,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5693925906094293,0.019077323974225756,0.7627346102969952,0.0003501777801881475
74,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5693459647330443,0.019077323974225756,0.7627346102969952,0.0003501777801881475
