step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-high-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.4467041450856262,0.466659580143197,0.954728835186831,0.3992845470723257
66,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.4467131580924664,0.466659580143197,0.954728835186831,0.3992845470723257
67,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.44671980079887297,0.466659580143197,0.954728835186831,0.3992845470723257
68,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.4467245080417222,0.466659580143197,0.954728835186831,0.3992845470723257
69,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.44672763960426787,0.466659580143197,0.954728835186831,0.3992845470723257
70,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.44672949328757655,0.466659580143197,0.954728835186831,0.3992845470723257
71,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.44673031567950416,0.466659580143197,0.954728835186831,0.3992845470723257
72,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.4467303110308514,0.466659580143197,0.954728835186831,0.3992845470723257
73,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.44672964857478015,0.466659580143197,0.954728835186831,0.3992845470723257
74,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.44672846856533643,0.466659580143197,0.954728835186831,0.3992845470723257
