step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-med-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="5",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.4773637232347769,0.010731073719095176,0.003072810440128151,0.26410730120281756
66,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.47740721240729855,0.010731073719095176,0.003072810440128151,0.26410730120281756
67,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.4774500886304376,0.010731073719095176,0.003072810440128151,0.26410730120281756
68,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.47749237308526354,0.010731073719095176,0.003072810440128151,0.26410730120281756
69,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.203862620227064,0.4771222917069614,0.010731073719095176,0.003072810440128151,0.2598928585963363
70,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.203862620227064,0.4771826985747798,0.010731073719095176,0.003072810440128151,0.2598928585963363
71,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.203862620227064,0.4772397411106962,0.010731073719095176,0.003072810440128151,0.2598928585963363
72,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.203862620227064,0.47729386568329246,0.010731073719095176,0.003072810440128151,0.2598928585963363
73,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.203862620227064,0.4773454489631886,0.010731073719095176,0.003072810440128151,0.2598928585963363
74,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.203862620227064,0.4773948092591595,0.010731073719095176,0.003072810440128151,0.2598928585963363
