step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-med-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="5",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5045888199978585,0.024501880788948233,0.0007049499465263716,0.0289493248019419
66,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5046422532665451,0.024501880788948233,0.0007049499465263716,0.0289493248019419
67,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.504695151391714,0.024501880788948233,0.0007049499465263716,0.0289493248019419
68,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5047475069210482,0.024501880788948233,0.0007049499465263716,0.0289493248019419
69,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5047993133235675,0.024501880788948233,0.0007049499465263716,0.0289493248019419
70,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5048505649389786,0.024501880788948233,0.0007049499465263716,0.0289493248019419
71,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5049012569305729,0.024501880788948233,0.0007049499465263716,0.0289493248019419
72,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5049513852410408,0.024501880788948233,0.0007049499465263716,0.0289493248019419
73,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5050009465507201,0.024501880788948233,0.0007049499465263716,0.0289493248019419
74,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5050499382379082,0.024501880788948233,0.0007049499465263716,0.0289493248019419
