step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-low-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4552386959975205,0.000985985942424614,2.478193819234897,0.013195628132362813
66,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4551413304172838,0.000985985942424614,2.478193819234897,0.013195628132362813
67,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45504613279851214,0.000985985942424614,2.478193819234897,0.013195628132362813
68,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4549530511122979,0.000985985942424614,2.478193819234897,0.013195628132362813
69,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4548620360328406,0.000985985942424614,2.478193819234897,0.013195628132362813
70,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.454773040402581,0.000985985942424614,2.478193819234897,0.013195628132362813
71,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45468601882594384,0.000985985942424614,2.478193819234897,0.013195628132362813
72,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45460092736318924,0.000985985942424614,2.478193819234897,0.013195628132362813
73,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45451772330181583,0.000985985942424614,2.478193819234897,0.013195628132362813
74,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45443636498771584,0.000985985942424614,2.478193819234897,0.013195628132362813
