step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="scale_free",steps="75",simulationName="scale-free-med-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
33,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.9247432553455326,4.270243858775647,0.4374401041690247,0.003364719163274933,1.9384446397187078,0.44008328771046945
34,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.899537030476065,4.270243858775647,0.4366874871618849,0.003364719163274933,1.9471383365672086,0.44008328771046945
35,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.899537030476065,4.270243858775647,0.4365622680240731,0.003364719163274933,1.9471383365672086,0.44008328771046945
36,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.899537030476065,4.270243858775647,0.4364416567371816,0.003364719163274933,1.9471383365672086,0.44008328771046945
37,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.899537030476065,4.270243858775647,0.4363255443611713,0.003364719163274933,1.9471383365672086,0.44008328771046945
38,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43566614208304294,0.003364719163274933,1.9456672741342507,0.44008328771046945
39,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4355657978816733,0.003364719163274933,1.9456672741342507,0.44008328771046945
40,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43546623775873095,0.003364719163274933,1.9456672741342507,0.44008328771046945
41,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43536824006031904,0.003364719163274933,1.9456672741342507,0.44008328771046945
42,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43527238356819836,0.003364719163274933,1.9456672741342507,0.44008328771046945
43,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43517908815659423,0.003364719163274933,1.9456672741342507,0.44008328771046945
44,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43508864767430533,0.003364719163274933,1.9456672741342507,0.44008328771046945
45,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43500125650325944,0.003364719163274933,1.9456672741342507,0.44008328771046945
46,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43491703097674117,0.003364719163274933,1.9456672741342507,0.44008328771046945
47,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4348360266217977,0.003364719163274933,1.9456672741342507,0.44008328771046945
48,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43475825201180845,0.003364719163274933,1.9456672741342507,0.44008328771046945
49,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43468367986950507,0.003364719163274933,1.9456672741342507,0.44008328771046945
50,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43461225594184805,0.003364719163274933,1.9456672741342507,0.44008328771046945
51,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4345439060711707,0.003364719163274933,1.9456672741342507,0.44008328771046945
52,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4344785418078924,0.003364719163274933,1.9456672741342507,0.44008328771046945
53,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4344160648455855,0.003364719163274933,1.9456672741342507,0.44008328771046945
54,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4343563705065855,0.003364719163274933,1.9456672741342507,0.44008328771046945
55,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43429935046346424,0.003364719163274933,1.9456672741342507,0.44008328771046945
56,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43424489484675527,0.003364719163274933,1.9456672741342507,0.44008328771046945
57,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4341928938608779,0.003364719163274933,1.9456672741342507,0.44008328771046945
58,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4341432390070353,0.003364719163274933,1.9456672741342507,0.44008328771046945
59,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43409582399302243,0.003364719163274933,1.9456672741342507,0.44008328771046945
60,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43405054539454185,0.003364719163274933,1.9456672741342507,0.44008328771046945
61,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.434007303120165,0.003364719163274933,1.9456672741342507,0.44008328771046945
62,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4339660007219524,0.003364719163274933,1.9456672741342507,0.44008328771046945
63,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4339265455855208,0.003364719163274933,1.9456672741342507,0.44008328771046945
64,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43388884902668495,0.003364719163274933,1.9456672741342507,0.44008328771046945
65,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.4338528263163915,0.003364719163274933,1.9456672741342507,0.44008328771046945
66,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.433818396651291,0.003364719163274933,1.9456672741342507,0.44008328771046945
67,run_1746381805,2025-05-04 14:03:25,scale-free-med-s1,"100","3","5","1","scale_free","75","scale-free-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055640563854528,3.8779952409471297,4.270243858775647,0.43378548308375103,0.003364719163274933,1.9456672741342507,0.44008328771046945
