step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="random",steps="75",simulationName="random-med-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
15,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45722663111722944,0.0039019397289538384,2.5699150873171006,0.4725698205946429
16,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4570178452812474,0.0039019397289538384,2.5699150873171006,0.4725698205946429
17,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4568256226721777,0.0039019397289538384,2.5699150873171006,0.4725698205946429
18,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45664833998998494,0.0039019397289538384,2.5699150873171006,0.4725698205946429
19,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45648455562036083,0.0039019397289538384,2.5699150873171006,0.4725698205946429
20,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4563329874246565,0.0039019397289538384,2.5699150873171006,0.4725698205946429
21,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45619249342917073,0.0039019397289538384,2.5699150873171006,0.4725698205946429
22,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45606205501804664,0.0039019397289538384,2.5699150873171006,0.4725698205946429
23,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45594076228895014,0.0039019397289538384,2.5699150873171006,0.4725698205946429
24,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4558278012781561,0.0039019397289538384,2.5699150873171006,0.4725698205946429
25,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.455722442802608,0.0039019397289538384,2.5699150873171006,0.4725698205946429
26,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4556240327017563,0.0039019397289538384,2.5699150873171006,0.4725698205946429
27,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4555319832922997,0.0039019397289538384,2.5699150873171006,0.4725698205946429
28,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45544576587500013,0.0039019397289538384,2.5699150873171006,0.4725698205946429
29,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4553649041550929,0.0039019397289538384,2.5699150873171006,0.4725698205946429
30,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45528896845700717,0.0039019397289538384,2.5699150873171006,0.4725698205946429
31,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4552175706305546,0.0039019397289538384,2.5699150873171006,0.4725698205946429
32,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45515035955986727,0.0039019397289538384,2.5699150873171006,0.4725698205946429
33,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4550870171984538,0.0039019397289538384,2.5699150873171006,0.4725698205946429
34,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4550272550641378,0.0039019397289538384,2.5699150873171006,0.4725698205946429
35,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4549708111365382,0.0039019397289538384,2.5699150873171006,0.4725698205946429
36,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45491744710741044,0.0039019397289538384,2.5699150873171006,0.4725698205946429
37,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45486694594073335,0.0039019397289538384,2.5699150873171006,0.4725698205946429
38,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4548191097050782,0.0039019397289538384,2.5699150873171006,0.4725698205946429
39,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4547737576456649,0.0039019397289538384,2.5699150873171006,0.4725698205946429
40,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4547307244676949,0.0039019397289538384,2.5699150873171006,0.4725698205946429
41,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45468985880617263,0.0039019397289538384,2.5699150873171006,0.4725698205946429
42,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45465102186054446,0.0039019397289538384,2.5699150873171006,0.4725698205946429
43,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4546140861751891,0.0039019397289538384,2.5699150873171006,0.4725698205946429
44,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.454578934549129,0.0039019397289538384,2.5699150873171006,0.4725698205946429
45,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4545454590603677,0.0039019397289538384,2.5699150873171006,0.4725698205946429
46,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4545135601920128,0.0039019397289538384,2.5699150873171006,0.4725698205946429
47,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45448314604888407,0.0039019397289538384,2.5699150873171006,0.4725698205946429
48,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4544541316546434,0.0039019397289538384,2.5699150873171006,0.4725698205946429
49,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45442643832064156,0.0039019397289538384,2.5699150873171006,0.4725698205946429
50,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.454399993078713,0.0039019397289538384,2.5699150873171006,0.4725698205946429
51,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.454374728171023,0.0039019397289538384,2.5699150873171006,0.4725698205946429
52,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4543505805908743,0.0039019397289538384,2.5699150873171006,0.4725698205946429
53,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4543274916690532,0.0039019397289538384,2.5699150873171006,0.4725698205946429
54,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45430540670091163,0.0039019397289538384,2.5699150873171006,0.4725698205946429
55,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45428427460990906,0.0039019397289538384,2.5699150873171006,0.4725698205946429
56,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4542640476438073,0.0039019397289538384,2.5699150873171006,0.4725698205946429
57,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.454244681100137,0.0039019397289538384,2.5699150873171006,0.4725698205946429
58,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4542261330779072,0.0039019397289538384,2.5699150873171006,0.4725698205946429
59,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4542083642528702,0.0039019397289538384,2.5699150873171006,0.4725698205946429
60,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45419133767393044,0.0039019397289538384,2.5699150873171006,0.4725698205946429
61,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45417501857855264,0.0039019397289538384,2.5699150873171006,0.4725698205946429
62,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4541593742252449,0.0039019397289538384,2.5699150873171006,0.4725698205946429
63,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4541443737413981,0.0039019397289538384,2.5699150873171006,0.4725698205946429
64,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4541299879849452,0.0039019397289538384,2.5699150873171006,0.4725698205946429
65,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45411618941845977,0.0039019397289538384,2.5699150873171006,0.4725698205946429
66,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4541029519944646,0.0039019397289538384,2.5699150873171006,0.4725698205946429
67,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4540902510508363,0.0039019397289538384,2.5699150873171006,0.4725698205946429
68,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4540780632153247,0.0039019397289538384,2.5699150873171006,0.4725698205946429
69,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.45406636631828645,0.0039019397289538384,2.5699150873171006,0.4725698205946429
70,run_1746382094,2025-05-04 14:08:14,random-med-s2,"100","3","5","1","random","75","random-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.055781120136191,3.6309983453094237,4.121535270800786,0.4540551393128422,0.0039019397289538384,2.5699150873171006,0.4725698205946429
