step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="scale_free",steps="75",simulationName="scale-free-low-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="1",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.648776352574033,3.947665197862384,4.917221300024568,0.4134521972691473,0.49113261562126537,2.1973242142196203,0.00801298550547134
11,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.648776352574033,3.947665197862384,4.917221300024568,0.41176106935780354,0.49113261562126537,2.1973242142196203,0.00801298550547134
12,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.648776352574033,3.947665197862384,4.917221300024568,0.4102411148595045,0.49113261562126537,2.1973242142196203,0.00801298550547134
13,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.648776352574033,3.947665197862384,4.915294733793013,0.40924982763136997,0.49113261562126537,2.1973242142196203,0.008061482296354215
14,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.947665197862384,4.912087668446538,0.4081744308595853,0.4905932631943075,2.1973242142196203,0.008022446162149205
15,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.947665197862384,4.912087668446538,0.4070204767662227,0.4905932631943075,2.1973242142196203,0.008022446162149205
16,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.947665197862384,4.912087668446538,0.40598135394260315,0.4905932631943075,2.1973242142196203,0.008022446162149205
17,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.947665197862384,4.910510601874414,0.40520905643080773,0.4905932631943075,2.1973242142196203,0.007991385721726578
18,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.947665197862384,4.910510601874414,0.40434860518529453,0.4905932631943075,2.1973242142196203,0.007991385721726578
19,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.947665197862384,4.910510601874414,0.4035705887371362,0.4905932631943075,2.1973242142196203,0.007991385721726578
20,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.9231852047811877,4.910510601874414,0.4022698749436864,0.4905932631943075,2.2051296529330444,0.007991385721726578
21,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.910510601874414,0.40120688933445015,0.4905932631943075,2.2213170807735203,0.007991385721726578
22,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.910510601874414,0.40067877838319654,0.4905932631943075,2.2213170807735203,0.007991385721726578
23,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.910510601874414,0.40019569446156317,0.4905932631943075,2.2213170807735203,0.007991385721726578
24,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.910510601874414,0.39975359831140955,0.4905932631943075,2.2213170807735203,0.007991385721726578
25,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.910510601874414,0.39934884326417824,0.4905932631943075,2.2213170807735203,0.007991385721726578
26,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.9088000015040025,0.39896034418039106,0.4905932631943075,2.2213170807735203,0.007974913735661443
27,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.9088000015040025,0.39862286485472304,0.4905932631943075,2.2213170807735203,0.007974913735661443
28,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.9088000015040025,0.39831343669795993,0.4905932631943075,2.2213170807735203,0.007974913735661443
29,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.9088000015040025,0.39802964341679997,0.4905932631943075,2.2213170807735203,0.007974913735661443
30,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.9088000015040025,0.39776928778077386,0.4905932631943075,2.2213170807735203,0.007974913735661443
31,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.9088000015040025,0.3975303702410284,0.4905932631943075,2.2213170807735203,0.007974913735661443
32,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.901542370053851,0.3979166685407505,0.4905932631943075,2.2213170807735203,0.007921465230205713
33,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.901542370053851,0.3976772926130061,0.4905932631943075,2.2213170807735203,0.007921465230205713
34,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.901542370053851,0.39745964793041927,0.4905932631943075,2.2213170807735203,0.007921465230205713
35,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.901542370053851,0.3972617142997252,0.4905932631943075,2.2213170807735203,0.007921465230205713
36,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.901542370053851,0.3970816605213685,0.4905932631943075,2.2213170807735203,0.007921465230205713
37,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.39693230619731923,0.4905932631943075,2.2213170807735203,0.007837393792381962
38,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3967825462345194,0.4905932631943075,2.2213170807735203,0.007837393792381962
39,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3966461722381953,0.4905932631943075,2.2213170807735203,0.007837393792381962
40,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3965219608688569,0.4905932631943075,2.2213170807735203,0.007837393792381962
41,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3964088034852795,0.4905932631943075,2.2213170807735203,0.007837393792381962
42,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.39630569559824624,0.4905932631943075,2.2213170807735203,0.007837393792381962
43,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3962117271329785,0.4905932631943075,2.2213170807735203,0.007837393792381962
44,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.39612607348858964,0.4905932631943075,2.2213170807735203,0.007837393792381962
45,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3960479873662638,0.4905932631943075,2.2213170807735203,0.007837393792381962
46,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3959767913271746,0.4905932631943075,2.2213170807735203,0.007837393792381962
47,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.39591187103484826,0.4905932631943075,2.2213170807735203,0.007837393792381962
48,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3958526691335158,0.4905932631943075,2.2213170807735203,0.007837393792381962
49,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.895520890651802,4.900173861105827,0.3957986797130873,0.4905932631943075,2.2213170807735203,0.007837393792381962
50,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.39511622485320425,0.4905932631943075,2.25883492168082,0.007837393792381962
51,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.3950928295252016,0.4905932631943075,2.25883492168082,0.007837393792381962
52,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.3950726397486611,0.4905932631943075,2.25883492168082,0.007837393792381962
53,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.3950551811835312,0.4905932631943075,2.25883492168082,0.007837393792381962
54,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.3950400749295202,0.4905932631943075,2.25883492168082,0.007837393792381962
55,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.39502701489672715,0.4905932631943075,2.25883492168082,0.007837393792381962
56,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.39501575068609734,0.4905932631943075,2.25883492168082,0.007837393792381962
57,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.3950060746565371,0.4905932631943075,2.25883492168082,0.007837393792381962
58,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.39499781216741076,0.4905932631943075,2.25883492168082,0.007837393792381962
59,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.661453184855515,3.8619272380724743,4.900173861105827,0.3949908142246397,0.4905932631943075,2.25883492168082,0.007837393792381962
60,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.674014773071318,3.8619272380724743,4.900173861105827,0.3953806177951828,0.4895970144817718,2.25883492168082,0.007837393792381962
61,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.674014773071318,3.8619272380724743,4.900173861105827,0.3953419822317177,0.4895970144817718,2.25883492168082,0.007837393792381962
62,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.674014773071318,3.8619272380724743,4.900173861105827,0.39530820352369195,0.4895970144817718,2.25883492168082,0.007837393792381962
63,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.674014773071318,3.8619272380724743,4.900173861105827,0.3952786585340954,0.4895970144817718,2.25883492168082,0.007837393792381962
64,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.674014773071318,3.8619272380724743,4.900173861105827,0.3952528154244787,0.4895970144817718,2.25883492168082,0.007837393792381962
65,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.674014773071318,3.8619272380724743,4.900173861105827,0.3952302181427089,0.4895970144817718,2.25883492168082,0.007837393792381962
66,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.674014773071318,3.8619272380724743,4.900173861105827,0.39521047381159863,0.4895970144817718,2.25883492168082,0.007837393792381962
67,run_1746381772,2025-05-04 14:02:52,scale-free-low-s1,"100","3","5","1","scale_free","75","scale-free-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.674014773071318,3.8619272380724743,4.900173861105827,0.3951932424477191,0.4895970144817718,2.25883492168082,0.007837393792381962
