step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="random",steps="75",simulationName="random-high-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.2",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.458602111645795,0.01350017144817172,2.6731689337963354,0.2641149870007333
11,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4585074742338849,0.01350017144817172,2.6731689337963354,0.2641149870007333
12,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4584294421816418,0.01350017144817172,2.6731689337963354,0.2641149870007333
13,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45836604757278976,0.01350017144817172,2.6731689337963354,0.2641149870007333
14,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4583155177981307,0.01350017144817172,2.6731689337963354,0.2641149870007333
15,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4582762596880897,0.01350017144817172,2.6731689337963354,0.2641149870007333
16,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45824684435837154,0.01350017144817172,2.6731689337963354,0.2641149870007333
17,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4582259928689553,0.01350017144817172,2.6731689337963354,0.2641149870007333
18,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45821256275485867,0.01350017144817172,2.6731689337963354,0.2641149870007333
19,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45820553545522746,0.01350017144817172,2.6731689337963354,0.2641149870007333
20,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4582040046433356,0.01350017144817172,2.6731689337963354,0.2641149870007333
21,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45820716544238627,0.01350017144817172,2.6731689337963354,0.2641149870007333
22,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45821430449925143,0.01350017144817172,2.6731689337963354,0.2641149870007333
23,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45822479087942997,0.01350017144817172,2.6731689337963354,0.2641149870007333
24,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45823806774067194,0.01350017144817172,2.6731689337963354,0.2641149870007333
25,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4582536447392208,0.01350017144817172,2.6731689337963354,0.2641149870007333
26,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45827109112091935,0.01350017144817172,2.6731689337963354,0.2641149870007333
27,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4582900294490708,0.01350017144817172,2.6731689337963354,0.2641149870007333
28,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4583101299215878,0.01350017144817172,2.6731689337963354,0.2641149870007333
29,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4583311052313304,0.01350017144817172,2.6731689337963354,0.2641149870007333
30,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4583527059254056,0.01350017144817172,2.6731689337963354,0.2641149870007333
31,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45837471622141623,0.01350017144817172,2.6731689337963354,0.2641149870007333
32,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4583969502410669,0.01350017144817172,2.6731689337963354,0.2641149870007333
33,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45841924862405814,0.01350017144817172,2.6731689337963354,0.2641149870007333
34,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45844147548776265,0.01350017144817172,2.6731689337963354,0.2641149870007333
35,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45846351570070804,0.01350017144817172,2.6731689337963354,0.2641149870007333
36,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4584852724403581,0.01350017144817172,2.6731689337963354,0.2641149870007333
37,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45850666500805753,0.01350017144817172,2.6731689337963354,0.2641149870007333
38,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4585276268762621,0.01350017144817172,2.6731689337963354,0.2641149870007333
39,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45854810394530765,0.01350017144817172,2.6731689337963354,0.2641149870007333
40,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4585680529889673,0.01350017144817172,2.6731689337963354,0.2641149870007333
41,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4585874402699106,0.01350017144817172,2.6731689337963354,0.2641149870007333
42,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45860624030790276,0.01350017144817172,2.6731689337963354,0.2641149870007333
43,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4586244347851794,0.01350017144817172,2.6731689337963354,0.2641149870007333
44,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45864201157489737,0.01350017144817172,2.6731689337963354,0.2641149870007333
45,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45865896387991567,0.01350017144817172,2.6731689337963354,0.2641149870007333
46,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4586752894703842,0.01350017144817172,2.6731689337963354,0.2641149870007333
47,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.458690990009751,0.01350017144817172,2.6731689337963354,0.2641149870007333
48,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4587060704598228,0.01350017144817172,2.6731689337963354,0.2641149870007333
49,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4587205385564417,0.01350017144817172,2.6731689337963354,0.2641149870007333
50,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45873440434819185,0.01350017144817172,2.6731689337963354,0.2641149870007333
51,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4587476797913147,0.01350017144817172,2.6731689337963354,0.2641149870007333
52,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4587603783947064,0.01350017144817172,2.6731689337963354,0.2641149870007333
53,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4587725149094992,0.01350017144817172,2.6731689337963354,0.2641149870007333
54,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45878410505829514,0.01350017144817172,2.6731689337963354,0.2641149870007333
55,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4587951652996307,0.01350017144817172,2.6731689337963354,0.2641149870007333
56,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4588057126237169,0.01350017144817172,2.6731689337963354,0.2641149870007333
57,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4588157643759077,0.01350017144817172,2.6731689337963354,0.2641149870007333
58,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45882533810473086,0.01350017144817172,2.6731689337963354,0.2641149870007333
59,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45883445143164353,0.01350017144817172,2.6731689337963354,0.2641149870007333
60,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4588431219399872,0.01350017144817172,2.6731689337963354,0.2641149870007333
61,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4588513670808765,0.01350017144817172,2.6731689337963354,0.2641149870007333
62,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45885920409401026,0.01350017144817172,2.6731689337963354,0.2641149870007333
63,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45886664994160475,0.01350017144817172,2.6731689337963354,0.2641149870007333
64,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45887372125384907,0.01350017144817172,2.6731689337963354,0.2641149870007333
65,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4588804342844568,0.01350017144817172,2.6731689337963354,0.2641149870007333
66,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4588868048750455,0.01350017144817172,2.6731689337963354,0.2641149870007333
67,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.4588928484272158,0.01350017144817172,2.6731689337963354,0.2641149870007333
68,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45889857988133204,0.01350017144817172,2.6731689337963354,0.2641149870007333
69,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45890401370111067,0.01350017144817172,2.6731689337963354,0.2641149870007333
70,run_1746382112,2025-05-04 14:08:32,random-high-s1,"100","3","5","1","random","75","random-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.118746275763094,3.5411163621673594,4.252976527228713,0.45890916386323577,0.01350017144817172,2.6731689337963354,0.2641149870007333
